timestamp_us,rssi,channel,mac,csi_len,csi_data,experiment_id,zone_id,scenario,distance_tx_rx_m,ground_truth,comment,marker_state
1704172697,-48,6,a0:9f:7a:73:2b:3e,384,-110;-96;8;0;-6;-17;-9;-12;-13;-6;-17;-2;-21;2;-25;4;-29;5;-32;5;-34;4;-35;3;-35;1;-34;-1;-31;-3;-28;-4;-23;-5;-18;-4;-13;-3;-9;0;-5;4;-3;9;-1;13;-1;17;-2;21;-4;23;-7;24;-2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;-3;12;-12;14;-12;17;-12;19;-11;20;-10;21;-9;21;-8;20;-7;18;-7;16;-6;14;-7;11;-8;7;-9;4;-12;1;-14;-2;-18;-4;-21;-6;-24;-7;-28;-8;-32;-9;-34;-8;-36;-7;-38;-6;-37;-5;-36;-5;-34;-119;0;12;-6;12;-6;12;-6;12;-6;11;-6;11;-6;11;-6;11;-7;11;-7;10;-7;10;-7;10;-7;10;-7;11;-7;11;-7;11;-7;11;-7;10;-7;10;-7;10;-6;10;-6;10;-6;11;-5;10;-5;10;-5;10;-4;10;-4;10;-3;3;-1;1;-1;-1;0;-1;0;-1;-1;0;-1;2;0;7;0;7;0;7;0;7;0;7;0;7;0;7;0;7;0;7;0;7;0;7;0;7;0;7;0;7;0;7;-1;7;-1;8;-1;8;-1;8;-2;9;-2;9;-3;9;-3;10;-4;10;-4;10;-4;11;-4;11;-5;12;-5;-119;0;-16;-23;-16;-23;-16;-22;-15;-22;-15;-21;-15;-20;-15;-19;-15;-18;-14;-18;-14;-18;-14;-18;-13;-17;-13;-17;-13;-17;-13;-17;-13;-17;-12;-16;-12;-16;-11;-17;-10;-16;-10;-16;-9;-16;-8;-15;-8;-15;-7;-15;-6;-15;-5;-15;-5;-15;-2;-6;-1;-2;0;0;0;0;0;0;-2;-1;-4;-3;-10;-7;-10;-8;-10;-8;-10;-9;-10;-10;-11;-10;-11;-11;-11;-12;-12;-13;-12;-13;-12;-14;-11;-15;-11;-15;-11;-16;-11;-17;-11;-17;-11;-17;-12;-18;-12;-18;-12;-18;-13;-19;-14;-19;-15;-20;-15;-20;-15;-21;-15;-22;-16;-23;-16;-23,empty,EXP_S003,ZONE_01,piece_vide,4.7,piece_vide,piece_vide
1704377569,-48,6,a0:9f:7a:73:2b:3e,384,-110;-96;8;0;10;13;11;7;13;1;15;-5;18;-9;21;-12;25;-14;27;-15;29;-15;31;-14;31;-12;30;-10;28;-8;25;-5;22;-4;17;-3;12;-3;7;-4;2;-7;-1;-10;-4;-14;-5;-17;-5;-21;-3;-24;-2;-25;-1;-7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;3;-8;15;-10;16;-13;16;-15;16;-16;16;-17;15;-17;14;-17;13;-15;11;-13;11;-11;10;-8;10;-4;11;0;11;3;13;6;15;9;18;12;20;15;23;17;26;18;28;18;30;18;32;16;32;15;30;14;29;-126;0;-11;8;-10;8;-10;8;-10;8;-10;8;-10;8;-10;8;-10;8;-9;9;-9;9;-8;8;-8;8;-8;8;-8;8;-9;9;-8;9;-8;9;-8;9;-8;8;-9;8;-9;8;-9;7;-9;7;-9;7;-9;7;-9;7;-9;6;-9;6;-4;2;-2;0;0;-1;0;-1;0;-1;-1;0;-3;0;-8;1;-8;1;-8;1;-8;0;-8;0;-8;0;-8;0;-8;0;-8;0;-8;0;-8;0;-8;1;-8;1;-8;1;-8;2;-8;2;-8;2;-8;2;-9;3;-9;3;-9;4;-9;5;-9;5;-9;5;-10;5;-10;6;-11;6;-11;7;-126;0;21;15;20;15;20;15;20;14;19;14;19;13;18;13;18;12;18;11;18;11;17;11;17;10;17;10;16;10;16;10;16;10;15;10;15;10;14;10;14;10;13;10;12;10;12;10;11;10;11;10;10;11;9;11;8;12;3;4;0;1;-1;-1;-1;-1;-1;-1;1;0;4;1;11;3;11;3;11;4;11;4;11;5;12;6;12;6;13;7;13;8;13;9;14;9;14;10;14;10;14;10;14;11;15;11;15;12;15;12;15;12;16;13;17;13;17;13;18;13;19;14;20;14;20;14;21;14;21;14,empty,EXP_S003,ZONE_01,piece_vide,4.7,piece_vide,piece_vide
1704573146,-48,6,a0:9f:7a:73:2b:3e,384,-110;-96;8;0;-3;15;2;11;7;9;12;7;17;5;21;5;25;6;27;7;29;8;29;10;28;11;26;12;23;13;20;12;16;11;13;9;9;6;7;2;5;-3;4;-8;5;-12;7;-15;9;-17;11;-18;13;-19;3;-5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-4;0;-16;3;-18;2;-19;1;-20;0;-21;-2;-21;-3;-21;-3;-20;-4;-18;-3;-17;-3;-15;-1;-13;1;-11;3;-9;6;-8;10;-7;13;-6;17;-6;21;-6;24;-7;28;-8;30;-9;32;-10;32;-11;31;-11;30;-11;28;-116;0;-13;2;-12;2;-12;2;-12;2;-12;2;-12;2;-12;2;-12;3;-12;3;-11;4;-11;3;-11;3;-11;3;-11;3;-12;3;-12;4;-12;4;-11;4;-11;3;-11;3;-11;3;-11;2;-11;2;-11;3;-11;2;-11;2;-10;1;-10;1;-4;0;-1;0;0;-1;0;0;0;0;-1;-1;-3;-1;-7;-3;-7;-3;-7;-3;-7;-3;-7;-3;-7;-3;-6;-3;-6;-3;-6;-3;-7;-3;-7;-3;-8;-3;-8;-2;-7;-2;-7;-2;-7;-2;-7;-2;-8;-2;-9;-2;-9;-1;-10;-1;-10;0;-10;0;-10;0;-11;0;-11;0;-12;0;-13;0;-116;0;9;21;9;21;9;21;9;21;8;20;8;19;8;19;8;18;9;17;9;17;9;16;9;16;8;16;8;15;8;15;8;15;8;15;7;15;7;15;6;15;5;14;5;14;5;13;4;13;4;13;3;13;3;13;2;13;0;5;0;1;-1;-1;-1;-1;-1;-1;0;0;2;3;7;8;6;8;6;9;6;9;6;10;6;11;6;12;6;12;6;13;6;14;5;14;6;15;6;15;6;15;6;16;5;16;5;17;5;17;6;17;6;18;6;18;7;19;7;19;8;20;8;21;9;21;9;21;9;21,empty,EXP_S003,ZONE_01,piece_vide,4.7,piece_vide,piece_vide
1704772133,-48,6,a0:9f:7a:73:2b:3e,384,-110;-96;8;0;11;-14;5;-13;-2;-14;-7;-15;-12;-17;-17;-20;-20;-22;-21;-25;-22;-27;-21;-29;-19;-29;-17;-29;-14;-28;-12;-26;-9;-22;-7;-17;-6;-12;-6;-7;-7;-2;-9;2;-12;6;-16;8;-19;9;-22;8;-24;7;-7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;16;6;17;8;18;10;18;12;18;14;17;15;16;15;15;15;14;14;12;12;11;9;11;6;11;2;11;-2;12;-6;14;-10;16;-13;18;-17;21;-20;23;-22;26;-24;28;-25;29;-24;29;-23;28;-21;27;-20;-124;0;25;11;24;10;23;10;22;11;22;11;23;11;24;11;25;9;24;7;24;6;22;6;22;7;22;7;23;8;24;7;25;6;25;6;24;6;22;6;21;7;21;8;22;8;22;9;22;8;21;8;20;8;19;9;18;9;6;3;1;1;-1;-1;-1;-1;-1;-1;0;1;2;4;7;13;7;13;7;13;7;13;8;13;7;12;7;12;6;12;6;13;6;14;8;14;9;14;10;13;10;12;9;11;9;11;9;12;10;13;12;14;14;13;15;12;17;11;17;11;17;11;18;12;19;14;20;15;22;15;-124;0;11;-52;12;-53;12;-52;13;-51;12;-50;11;-48;10;-46;8;-45;7;-44;6;-44;5;-43;5;-43;6;-41;6;-40;6;-40;6;-39;6;-39;6;-39;7;-38;8;-37;9;-35;9;-34;9;-32;9;-31;9;-30;10;-29;12;-28;14;-27;5;-10;1;-3;-1;1;0;1;-1;0;-1;-3;-1;-9;-1;-25;0;-25;1;-25;2;-26;3;-27;3;-29;4;-30;5;-32;6;-32;7;-33;8;-34;9;-35;10;-36;10;-37;11;-37;12;-38;13;-39;13;-39;13;-40;12;-41;12;-43;11;-45;12;-47;12;-49;12;-51;13;-52;13;-52;13;-53,empty,EXP_S003,ZONE_01,piece_vide,4.7,piece_vide,piece_vide
1704972840,-48,6,a0:9f:7a:73:2b:3e,384,-110;-96;8;0;-9;12;-4;11;3;11;8;11;12;13;16;15;19;17;21;19;22;20;21;21;20;21;18;22;15;21;12;20;9;17;7;13;6;9;5;4;5;-1;7;-5;9;-8;11;-11;14;-12;17;-13;19;-12;5;-3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-4;-2;-15;-5;-16;-7;-17;-9;-17;-11;-17;-12;-17;-13;-16;-14;-14;-14;-13;-13;-12;-11;-11;-8;-11;-5;-10;-2;-10;1;-11;5;-12;9;-14;12;-15;16;-18;18;-20;20;-22;22;-24;23;-24;23;-24;23;-23;21;-22;19;-127;0;-23;-13;-22;-13;-21;-13;-21;-13;-21;-13;-21;-13;-21;-13;-22;-12;-22;-11;-21;-10;-21;-10;-21;-10;-21;-10;-21;-10;-21;-10;-22;-10;-21;-10;-21;-10;-20;-10;-19;-10;-19;-11;-19;-11;-19;-12;-19;-11;-18;-11;-17;-12;-17;-13;-16;-13;-6;-5;-2;-2;0;0;0;0;0;0;-1;-2;-3;-5;-8;-12;-8;-12;-8;-13;-8;-13;-7;-13;-7;-12;-7;-12;-7;-13;-7;-13;-7;-14;-7;-14;-8;-14;-9;-13;-9;-13;-9;-12;-9;-12;-10;-12;-10;-13;-12;-13;-13;-13;-14;-13;-15;-13;-16;-12;-16;-13;-17;-13;-18;-14;-19;-15;-20;-16;-127;0;-15;44;-15;44;-15;43;-15;42;-15;41;-14;40;-13;39;-11;38;-10;37;-10;36;-10;36;-10;35;-10;35;-10;34;-10;34;-10;33;-10;33;-11;32;-11;32;-12;30;-12;29;-12;27;-12;26;-12;25;-13;24;-14;23;-16;22;-17;22;-7;7;-3;2;0;-1;-1;-2;0;-1;0;2;0;7;0;20;-1;21;-2;21;-3;22;-3;23;-4;24;-5;25;-6;26;-7;27;-8;28;-9;29;-10;29;-11;30;-12;30;-12;31;-13;31;-13;32;-13;33;-13;34;-13;35;-13;36;-13;38;-13;39;-14;41;-14;42;-15;43;-15;44;-15;44,empty,EXP_S003,ZONE_01,piece_vide,4.7,piece_vide,piece_vide
1705172573,-48,6,a0:9f:7a:73:2b:3e,384,-110;-96;8;0;6;13;8;7;11;1;14;-4;17;-7;21;-10;24;-12;26;-13;28;-13;29;-12;29;-10;28;-8;27;-6;24;-4;20;-3;16;-2;11;-2;6;-4;1;-6;-2;-9;-5;-12;-6;-16;-7;-19;-6;-22;-5;-24;-1;-6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3;2;-13;9;-15;9;-17;9;-19;8;-20;8;-21;7;-21;6;-20;5;-18;4;-16;4;-13;4;-11;5;-7;7;-4;9;-1;11;2;14;4;18;7;21;8;24;9;28;10;30;10;32;9;33;8;33;7;31;6;30;-124;0;-13;5;-13;5;-13;5;-12;5;-12;5;-12;5;-12;5;-12;5;-11;5;-11;5;-11;5;-11;6;-11;6;-11;6;-11;5;-11;5;-11;5;-11;5;-11;5;-11;5;-11;4;-11;4;-11;4;-11;4;-11;3;-11;3;-11;2;-11;2;-4;0;-2;0;0;-1;0;-1;0;0;-1;0;-3;0;-8;0;-8;0;-8;0;-8;-1;-8;-1;-8;-1;-8;-1;-8;-1;-8;-1;-8;-1;-8;-1;-8;-1;-8;0;-8;0;-9;0;-9;0;-9;0;-9;1;-9;1;-10;1;-10;2;-10;2;-11;2;-11;3;-11;3;-12;3;-12;4;-13;4;-124;0;14;19;14;19;14;18;13;18;13;17;13;17;12;16;12;16;12;15;12;15;12;14;12;14;11;14;11;14;11;13;11;13;10;13;10;13;9;13;9;13;8;13;8;13;7;12;7;12;6;12;5;12;4;12;3;13;1;4;0;1;-1;-1;-1;-1;-1;-1;1;0;3;1;9;5;9;5;9;6;9;7;9;7;9;8;9;8;10;9;10;10;10;11;10;11;10;12;10;12;10;13;10;13;10;13;10;14;10;14;11;15;11;15;12;15;12;16;13;16;13;17;14;17;14;18;15;18;15;18,empty,EXP_S003,ZONE_01,piece_vide,4.7,piece_vide,piece_vide
1705375660,-48,6,a0:9f:7a:73:2b:3e,384,-110;-96;8;0;-15;7;-9;9;-3;11;2;14;5;18;8;21;10;24;11;27;10;29;9;30;7;30;5;29;4;27;2;24;1;20;0;16;1;11;3;6;5;2;8;-2;11;-4;15;-5;18;-5;21;-4;23;-2;5;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3;-3;-11;-13;-11;-14;-11;-17;-11;-19;-10;-20;-9;-20;-8;-20;-7;-20;-6;-18;-6;-16;-6;-14;-7;-11;-8;-7;-10;-4;-13;-1;-16;2;-19;5;-22;7;-25;8;-29;10;-31;10;-33;10;-34;9;-34;8;-32;7;-30;6;-121;0;-8;-11;-8;-11;-8;-11;-8;-11;-8;-11;-8;-11;-8;-10;-9;-10;-9;-9;-9;-8;-9;-8;-9;-8;-9;-9;-9;-9;-9;-9;-9;-9;-9;-8;-9;-8;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-7;-8;-7;-8;-3;-3;-1;-1;0;0;0;0;-1;0;-1;-1;-1;-3;-1;-8;-1;-8;0;-8;0;-8;0;-8;0;-8;0;-8;0;-8;0;-8;0;-8;0;-8;-1;-9;-1;-9;-1;-8;-1;-8;-2;-8;-2;-8;-2;-9;-3;-9;-3;-9;-4;-10;-5;-10;-5;-9;-5;-10;-5;-10;-6;-11;-6;-11;-7;-12;-121;0;-17;18;-17;18;-17;18;-16;17;-15;17;-14;16;-14;16;-13;16;-12;16;-12;16;-12;15;-12;15;-11;15;-11;15;-11;15;-11;14;-10;14;-10;14;-11;14;-11;13;-10;12;-10;12;-10;11;-10;10;-10;10;-10;10;-11;9;-11;9;-4;3;-2;0;0;-1;0;-1;0;-1;-1;1;-3;3;-6;9;-7;9;-7;9;-8;9;-9;9;-9;10;-10;10;-10;10;-11;10;-12;10;-12;11;-13;11;-13;11;-14;11;-14;11;-14;11;-14;11;-15;12;-15;12;-15;13;-15;14;-15;15;-16;16;-16;16;-17;16;-17;17;-17;17;-17;17,empty,EXP_S003,ZONE_01,piece_vide,4.7,piece_vide,piece_vide
1705572156,-47,6,a0:9f:7a:73:2b:3e,384,-110;-96;8;0;-6;-15;-9;-9;-12;-4;-16;0;-20;3;-23;6;-27;7;-29;7;-31;7;-32;6;-32;4;-31;2;-29;0;-26;-1;-22;-2;-17;-2;-12;-1;-8;2;-4;5;-1;8;1;12;2;16;1;19;0;22;-2;23;-1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;-3;13;-11;14;-11;17;-10;19;-9;20;-8;20;-7;20;-6;19;-5;18;-5;15;-5;13;-5;10;-6;7;-8;4;-11;1;-13;-2;-17;-4;-20;-6;-23;-7;-27;-8;-30;-8;-32;-8;-34;-7;-35;-6;-35;-5;-33;-4;-31;-116;0;10;-8;10;-8;10;-7;10;-7;10;-7;10;-7;10;-8;10;-8;9;-9;8;-9;8;-8;8;-8;8;-8;9;-8;9;-9;9;-9;8;-9;8;-9;8;-8;8;-8;8;-7;9;-7;9;-7;8;-7;8;-7;8;-7;8;-6;8;-6;3;-2;1;-1;-1;0;-1;0;-1;-1;0;-1;2;-1;7;-1;7;-1;7;0;7;0;7;0;7;0;7;0;7;0;7;0;7;0;7;0;8;0;8;-1;7;-1;7;-1;7;-1;7;-1;8;-2;8;-2;9;-3;9;-4;9;-4;9;-5;9;-5;9;-5;10;-5;10;-6;11;-6;-116;0;-18;-18;-18;-18;-18;-18;-18;-17;-17;-17;-16;-16;-16;-15;-16;-14;-16;-14;-16;-13;-16;-13;-16;-13;-16;-12;-15;-12;-15;-12;-15;-12;-14;-12;-14;-12;-14;-13;-13;-13;-12;-13;-11;-13;-11;-12;-10;-12;-10;-12;-10;-12;-9;-12;-8;-13;-3;-5;-1;-2;0;0;0;0;0;0;-2;-1;-4;-2;-10;-6;-10;-6;-10;-7;-10;-7;-11;-8;-11;-9;-11;-10;-11;-10;-12;-11;-12;-12;-12;-12;-12;-13;-12;-13;-12;-13;-12;-14;-12;-14;-13;-15;-13;-15;-13;-15;-14;-15;-14;-15;-15;-16;-16;-16;-17;-17;-17;-17;-18;-18;-18;-18;-18;-18,empty,EXP_S003,ZONE_01,piece_vide,4.7,piece_vide,piece_vide
1705774124,-48,6,a0:9f:7a:73:2b:3e,384,-110;-96;8;0;15;-3;10;-7;6;-11;3;-16;0;-20;-1;-24;-2;-27;-1;-30;0;-31;1;-32;3;-32;4;-30;5;-28;6;-25;5;-20;4;-16;2;-12;-1;-8;-5;-5;-9;-3;-13;-2;-17;-3;-20;-4;-22;-6;-23;-8;-6;-3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;6;14;6;16;5;18;4;20;3;21;2;21;1;21;0;20;0;18;0;16;1;14;3;11;5;8;8;6;11;4;15;2;19;1;22;0;26;-1;30;-1;32;-1;33;0;34;1;34;3;32;3;30;3;-125;0;5;11;5;11;4;11;4;11;4;11;4;11;5;11;5;10;6;10;6;9;6;9;6;9;6;9;6;9;6;9;6;9;6;9;6;9;6;9;5;9;5;9;5;9;5;9;5;9;5;9;4;9;4;9;3;9;1;3;0;1;-1;-1;0;-1;0;-1;-1;0;-1;2;-2;7;-2;7;-2;7;-2;7;-2;7;-2;6;-2;6;-2;6;-2;6;-2;7;-2;7;-2;7;-1;7;-1;7;-1;7;-1;7;-1;7;-1;8;0;8;0;9;1;9;2;9;2;9;2;9;2;10;2;10;3;11;3;12;-125;0;19;-15;19;-15;19;-15;19;-15;18;-14;17;-14;16;-14;15;-14;15;-14;14;-14;14;-14;14;-14;13;-13;13;-13;13;-13;13;-13;13;-12;13;-12;13;-12;13;-11;13;-11;12;-10;12;-9;12;-9;12;-8;12;-8;12;-7;12;-6;4;-2;1;-1;-1;0;-1;0;-1;0;0;-1;2;-4;7;-9;7;-9;8;-9;8;-9;9;-9;10;-9;10;-9;11;-9;12;-9;12;-9;13;-9;13;-9;14;-9;14;-10;15;-10;15;-10;16;-10;16;-10;16;-10;16;-11;16;-12;17;-12;17;-13;18;-14;19;-14;19;-14;19;-15;19;-15,empty,EXP_S003,ZONE_01,piece_vide,4.7,piece_vide,piece_vide
1705972340,-48,6,a0:9f:7a:73:2b:3e,384,-110;-96;8;0;13;6;11;0;10;-5;10;-11;10;-16;12;-20;13;-23;15;-25;17;-26;18;-26;19;-25;19;-22;19;-20;18;-17;15;-14;12;-11;8;-8;3;-7;-2;-6;-6;-7;-10;-9;-13;-11;-15;-14;-15;-16;-15;-19;-4;-5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;3;-3;15;-4;16;-6;18;-8;19;-9;19;-10;19;-11;18;-11;17;-10;15;-9;14;-7;12;-4;11;-1;10;3;9;7;9;11;10;15;11;18;12;22;13;25;15;27;17;28;18;28;20;27;20;25;20;23;19;126;0;-6;25;-6;24;-7;22;-7;22;-8;22;-8;23;-7;24;-5;24;-4;24;-3;22;-3;21;-4;21;-4;21;-5;22;-4;23;-4;23;-3;23;-3;22;-3;21;-4;20;-6;20;-6;20;-6;21;-6;21;-6;20;-6;19;-7;18;-8;17;-3;6;-1;1;0;-1;0;-1;0;-1;-1;1;-4;3;-10;10;-11;10;-11;10;-11;10;-11;10;-10;10;-10;9;-10;9;-11;9;-12;9;-12;10;-12;11;-11;12;-10;12;-10;11;-10;11;-10;11;-11;12;-11;14;-10;16;-9;17;-8;18;-8;18;-8;18;-9;18;-10;20;-11;21;-11;23;126;0;48;0;48;1;48;1;46;2;45;2;43;1;41;0;40;-1;39;-1;39;-2;38;-1;38;-1;37;-1;36;-1;35;-1;34;-1;34;-1;34;-1;34;0;33;1;32;2;30;3;29;4;28;4;27;4;27;6;26;7;26;9;9;3;2;1;-1;-1;-2;0;-1;0;2;-1;7;-3;21;-7;21;-6;22;-5;23;-4;24;-4;25;-4;27;-3;28;-2;29;-1;30;-1;31;0;32;1;33;1;33;2;34;2;35;3;36;4;37;4;37;4;38;3;39;2;41;1;43;1;45;1;46;2;47;2;48;2;48;2,empty,EXP_S003,ZONE_01,piece_vide,4.7,piece_vide,piece_vide
